PERIOD,DATE,JOURNAL,REFERENCE,VALUE,BRANCH,GLCODE,GLREPORT
201603,03/03/16,60147,67199/SMART SHOWERS  ,909.86,2,720,56
201709,11/09/17,74489,85004/IDEAL BATHROOMS ,18.5,2,700,58
201803,28/03/18,79337,92780/HIB LTD ,175.5,2,630,54
201604,05/04/16,60956,68449/STAINLESS SUPPLIES LTD ,-288,2,690,52
201708,04/08/17,73884,83752/HANSGROHE LIMITED ,143.13,2,700,58
201801,19/01/18,77924,91081/GLEDHILL BUILDING PRODUCTS LTD ,70.03,2,700,58
201705,27/04/17,72269,82182/FLOWFLEX COMPONENTS LTD ,-974.24,2,720,56
201702,03/02/17,69138,78273/PRIMAFLOW LTD ,133.04,2,630,54
201609,23/09/16,65502,74142/KITSONS THERMAL SUPPLIES ,-29.92,2,720,56
201605,12/05/16,61866,69941/ROBERT LEE(LONDON)LTD ,753.66,2,630,54
201801,24/01/18,77824,90972/DHL BATHROOM SUPPLIES LTD ,-14.14,2,700,58
201706,12/06/17,72472,82063/ADVANCED WATER COMPANY LTD ,-237.31,2,720,56
201701,30/03/17,JV5504,JAN DEPRECIATION ,250,2,240,7
201703,02/03/17,69947,78753/IDEAL STANDARD(UK)LTD ,76.31,2,720,56
201605,12/05/16,61867,69942/ROBERT LEE(LONDON)LTD ,10,2,700,58
201711,21/12/17,JV5605,NOV PAYMENTS ,210.66,2,360,14
201709,27/09/17,74997,85587/ROBERT LEE(LONDON)LTD ,222.19,2,720,56
201803,16/03/18,79239,92561/ROBERT LEE(LONDON)LTD ,43.73,2,630,54
201704,21/04/17,70958,80526/CLAYGATE DISTRIBUTION LTD ,703.46,2,630,54
201611,21/11/16,67120,76044/DAVROC LIMITED ,29.61,2,700,58
201607,22/07/16,63686,72208/KUDOS SHOWER PRODUCTS LIMITED ,-194.84,2,720,56
201602,15/02/16,59949,67850/ROBERT LEE(LONDON)LTD ,1.51,2,700,58
201801,08/05/18,JV5707,JAN PAYMENTS ,96.57,2,360,14
201709,18/09/17,74594,85124/KUDOS SHOWER PRODUCTS LIMITED ,30.53,2,700,58
201707,13/07/17,73383,83387/DAVROC LIMITED ,25.29,2,700,58
201702,24/02/17,69747,79144/ROBERT LEE(LONDON)LTD ,30.96,2,700,58
201610,19/10/16,66313,75213/KITSONS THERMAL SUPPLIES ,56.75,2,700,58
201605,06/05/16,62475,70652/SMART SHOWERS  ,828.45,2,630,54
201602,24/02/16,59344,67045/JOHN CRIBB AND SONS LIMITED ,-30.79,2,690,52
201801,16/01/18,77827,90974/BROUGHTON CRANGROVE ,-7.3,2,700,58
201707,13/07/17,73384,83388/DAVROC LIMITED ,-451.08,2,720,56
201711,27/11/17,77222,89453/F&P WHOLESALE ,25.41,2,700,58
201711,14/11/17,76919,89096/DAVROC LIMITED ,165.9,2,630,54
201606,30/06/16,62981,71225/GRANT ENGINEERING (UK) LTD ,-56.7,2,720,56
201602,25/02/16,59547,67398/MITCHELLS(MILLBROOK)LTD ,107.49,2,700,58
201802,28/02/18,78838,92115/IDEAL STANDARD(UK)LTD ,110.1,2,720,56
201706,28/06/17,72678,82472/METHVEN UK LIMITED ,-354.49,2,720,56
201702,23/02/17,69446,78786/SIMPSONS ,-289.5,2,720,56
201609,09/09/16,65204,73807/INTATEC LTD ,-24.06,2,700,58
201604,07/04/16,61467,69604/BROUGHTON CRANGROVE ,21.88,2,630,54
201711,22/11/17,77324,89684/CLAYGATE DISTRIBUTION LTD ,-1596.39,2,720,56
201709,08/09/17,74497,85012/BARWICK ,33.12,2,700,58
201703,02/03/17,69851,78657/CORAM SHOWERS LIMITED ,1390.82,2,720,56
201610,31/10/16,65912,74712/GRANT ENGINEERING (UK) LTD ,463.05,2,700,58
201605,25/05/16,62276,70394/METHVEN UK LIMITED ,119.6,2,630,54
201601,12/04/16,JV5307,JANUARY INFORMATION ,456,2,211,4
201710,12/10/17,75709,88788/ROBERT LEE(LONDON)LTD ,-77.4,2,720,56
201707,25/07/17,73185,83035/MARFLOW ENGINEERING LTD ,86.85,2,700,58
201702,24/02/17,69650,79033/BROUGHTON CRANGROVE ,-811.64,2,720,56
201610,04/10/16,66115,74954/ROBERT LEE(LONDON)LTD ,15.95,2,630,54
201605,06/05/16,62479,70656/ROBERT LEE(LONDON)LTD ,-69.07,2,720,56
201601,05/01/16,58641,66206/ROBERT LEE(LONDON)LTD ,32.72,2,630,54
201605,31/05/16,62176,70294/MONARCH WATER LTD ,-89.59,2,690,52
201801,16/01/18,77831,90980/THE LAWTON TUBE CO LTD ,-3342.36,2,720,56
201705,16/05/17,71570,81060/ALTECNIC LTD ,209.92,2,700,58
201701,09/01/17,68338,77370/PRIMAFLOW LTD ,4.22,2,700,58
201609,15/09/16,64904,73443/SIMPSONS ,-112.84,2,630,54
201604,18/04/16,61066,69010/SIMPSONS ,27.67,2,700,58
201709,14/09/17,74701,85270/ROBERT LEE(LONDON)LTD ,20.55,2,630,54
201802,08/05/18,JV5713,FEB PREPAID ,1850,2,210,4
201702,09/05/17,JV5512,FEB PREPAYMENTS ,2375,2,200,3
201610,06/10/16,66521,75759/JOHN CRIBB AND SONS LIMITED ,-54,2,720,56
201606,28/06/16,62986,71230/BRETT MARTIN LTD ,42.68,2,700,58
201708,31/08/17,74096,84044/CLAYGATE DISTRIBUTION LTD ,-5214.56,2,690,52
201803,08/03/18,79146,92451/SIMPSONS ,-308.03,2,720,56
201702,09/05/17,JV5513,FEB DEPRECIATION ,-800,2,370,14
201611,24/11/16,67027,75937/BIRCHWOOD PRICE TOOLS ,6.58,2,700,58
201607,27/07/16,63795,72323/ALTECNIC LTD ,-425.54,2,720,56
201603,17/03/16,60260,68074/KUDOS SHOWER PRODUCTS LIMITED ,-157.96,2,720,56
201712,25/01/18,JV5614,DEC PAYMENTS ,10000,2,802,59
201708,21/08/17,73895,83763/ROBERT LEE(LONDON)LTD ,60.57,2,630,54
201803,09/03/18,79551,93042/SIMPSONS ,-178,2,720,56
201705,29/06/17,72280,82284/MAGIC SALISBURY ,-1211.82,2,690,52
201612,05/12/16,67937,77030/ROBERT LEE(LONDON)LTD ,5.76,2,700,58
201608,08/08/16,64503,73000/SMART SHOWERS  ,-517.43,2,720,56
201606,30/06/16,62887,71115/ROPER RHODES LIMITED ,-451.15,2,690,52
201712,25/01/18,JV5615,PETTY CASH 2017 ,363.22,2,282,11
201704,07/02/17,71372,81239/MONTROSE FURNITURE ,3,2,700,58
201612,22/12/16,67837,76920/CLAYGATE DISTRIBUTION LTD ,9.33,2,700,58
201608,17/08/16,64302,72787/BROUGHTON CRANGROVE ,-1454.49,2,720,56
201603,27/11/15,60666,68671/F&P WHOLESALE ,150.3,2,700,58
201602,24/02/16,59353,67058/REVIVE ,0,2,690,52
201712,23/11/17,76119,90128/APP WHOLESALE PLC ,987.07,2,630,54
201608,01/08/16,64103,71983/MWD LTD ,-54.94,2,690,52
