PRODUCT	ATT 1	ATT 2	ATT 3	ATT 5	ATT 6	ATT 7	ATT 9	ATT 10	ATT 11	ATT 13	ATT 14	ATT 15	ATT 20	ATT 22	ATT 31	ATT 32
MS108241BR	MERLYN 10 SERIES SLIDING DOOR - SMOKED BLACK GLASS RIGHT HAND INCLUDING MSTONE TRAY 1200	42	13051	110225	97302	15203500	15203500	5500	0	6841575	1		S	MS108241BR	1	
MS108241CL	MERLYN 10 SERIES SLIDING DOOR LEFT HAND INCLUDING MSTONE TRAY 1200	42	13051	97075	85694	13389700	13389700	5500	0	6025365	1		S	MS108241CL	1	
BBR20B	AQUACAB COMPACT BLACK 210 FLOOR STAND UNIT (ORDER BASIN SEPARATELY)	262	14061	12083	10880	1666700	1666700	5500	0	750015	1		S	R20B	1	
SILICONEW	EVERBUILD SILICON SEALANT WHITE 300ML	215	16180	0	235	37500	37500	6000	0	15000	1		S	50040355	12	
BRPMBAS2C	PRISM 2 HANDLE BASIN MIXER (NO WASTE)	102	21809	14400	13200	2000000	2000000	5450	0	910000	1		S	PM BAS2 C	1	
BBR20E	CLEARGREEN ECOROUND END PANEL	262	14061	4168	3753	575000	575000	5500	0	258750	1		S	R20E	1	
BBR20F	CLEARGREEN ECOROUND FRONT PANEL 1500	262	14061	7793	7017	1075000	1075000	5500	0	483750	1		S	R20F	1	
MS108241CR	MERLYN 10 SERIES SLIDING DOOR RIGHT HAND INCLUDING MSTONE TRAY 1200	42	13051	97075	85694	13389700	13389700	5500	0	6025365	1		S	MS108241CR	1	
BBR20G	AQUACAB COMPACT GREY 210 FLOOR STAND UNIT (ORDER BASIN SEPARATELY)	262	14061	12083	10880	1666700	1666700	5500	0	750015	1		S	R20G	1	
FUR151ME	METRO ILLUMINATED MIRROR 500MM	91	11011	9425	8700	1450000	1450000	6000	0	580000	1		S	FUR151ME	1	
BBKER25QT	BURLINGTON QT KENSINGTON REGAL DECK ANGLED BATH FILLER	262	20120	0	0	3325000	3325000	1000	0	2992500	1		S	KER25-QT	1	
CTC15	COMP 15MM TANK CONN KITE	61	61216	229	129	8400	8400	0	0	8400	1		S	P921.1	1	
BBM55WPX0601WG	AMPM BLISS 600 BASIN 1TH	261	20120	14375	13054	1916700	1916700	5200	0	920016	1		S	M55WPX0601WG	1	
BRBTZ34C	BLITZ BATH TAPS CHROME	102	21809	4200	3900	280000	280000		0	280000	1		S	BTZ 3/4 C	1	
BBR20O	AQUACAB COMPACT OCEAN 210 FLOOR STAND UNIT (ORDER BASIN SEPARATELY)	262	14061	12083	10880	1666700	1666700	5500	0	750015	1		S	R20O	1	
CTC22	COMP 22MM TANK CONN KITE	61	61216	274	174	12500	12500	0	0	12500	1		S	P921.2	1	
QV1043W	QUINN SLIEVE VSP 1600X288 QV1043W	5	17181	9913	9012	1802500	1802500	6250	0	675937	1		S	QV1043W	1	
CTC28	COMP 28MM TANK CONN KITE	61	61216	345	249	14700	14700	0	0	14700	1		S	P921.3	1	
BBR20W	AQUACAB COMPACT WHITE 210 FLOOR STAND UNIT (ORDER BASIN SEPARATELY)	262	14061	12083	10880	1666700	1666700	5500	0	750015	1		S	R20W	1	
VE825	VAILLANT ECOTECH PLUS 825 COMBI BOILER	265	11616	87900	85400	8088400	8088400	0	0	8088400	1		S		1	
BBR22F	CLEARGREEN ECOROUND FRONT PANEL 1700	262	14061	7793	7017	1075000	1075000	5500	0	483750	1		S	R22F	1	
BRVAXBSMC	5412 CROSS TOP BATH SHOWER MIXER CHROME PLATED	102	21809	7920	7260	1100000	1100000	6082	0	430980	1		S	VAX BSM C	1	
QV1044W	QUINN SLIEVE VSP 1600X433 QV1044W	5	17181	11239	10217	2043500	2043500	6250	0	766312	1		S	QV1044W	1	
VE832	VAILLANT ECOTECH PLUS 832 COMBI BOILER	265	11616	97900	95400	9041300	9041300	0	0	9041300	1		S		1	
BRPSBSMC	PISA BATH SHOWER MIXER CHROME	102	21809	12299	11274	1708300	1708300	5450	0	777276	1		S	PS BSM C	1	
MCEB0016	16MM EXTERNAL BENDING SPRING	122	13010	368	368	29500	29500	0	0	29500	1		S	EB0016	1	1
VE835	VAILLANT ECOTECH PLUS 835 COMBI BOILER	265	11616	103900	100400	9628300	9628300	0	0	9628300	1		S		1	
BBR23F	CLEARGREEN FRONT BATH PANEL 1500	262	14061	9002	8105	1241700	1241700	5500	0	558765	1		S	R23F	1	
VE838	VAILLANT ECOTECH PLUS 838 COMBI BOILER	265	11616	108900	105400	10313200	10313200	0	0	10313200	1		S		1	
MCEB0020	20MM EXTERNAL BENDING SPRING	122	13010	410	410	32800	32800	0	0	32800	1		S	EB0020	1	1
QV1045W	QUINN SLIEVE VSP 1800X288 QV1045W	5	17181	11046	10042	2008500	2008500	6250	0	753187	1		S	QV1045W	1	
MCEB0025	25MM EXTERNAL BENDING SPRING	122	13010	443	443	35500	35500	0	0	35500	1		S	EB0025	1	1
BBR24F	CLEARGREEN FRONT BATH PANEL 1600	262	14061	9002	8105	1241700	1241700	5500	0	558765	1		S	R24F	1	
EFRT423535	WRAS 42X35X35MM RED TEE EF27	201	23051	941	692	94197	94197	5800	0	39562	1		S	69214	1	
UV500SOLAR2	JOULE CYCLONE 500L THERMAL S 2.0 SOLAR	141	10152	226170	208076	30156000	30156000	5000	0	15078000	1		S	KCZMVS-0500LFC	1	
EFRT423542	WRAS 42X35X42MM RED TEE EF26	201	23051	1686	1062	168611	168611	5800	0	70816	1		S	69206	1	
BBR25F	CLEARGREEN FRONT BATH PANEL 1700	262	14061	9002	8105	1241700	1241700	5500	0	558765	1		S	R25F	1	
BRRDHOOKC	ROUND ROBE HOOK	101	21809	855	784	118800	118800	5450	0	54054	1		S	RD HOOK C	1	
QHP114316	QUINN SLIEVE HSC 433X1600 QHP114316	5	17181	12576	11433	2286600	2286600	6250	0	857475	1		S	QHP114316	1	
BBR26F	CLEARGREEN FRONT BATH PANEL 1800	262	14061	9002	8105	1241700	1241700	5500	0	558765	1		S	R26F	1	
QV2013RAL	QUINN SLIEVE VDP 1800X578 QV2013RAL	5	17181	24607	22370	4474100	4474100	6250	0	1677787	1		S	QV2013RAL	1	
HON24PRSTATRF	HONEYWELL 24HR PROGRAMMABLE ROOM STAT  RF	153	80114	12990	12920	1591800	1591800	4950	0	803859	1		S	CMT721D1019	1	
MCSBSTAT02	230V NIGHT SETBACK DIAL THERMOSTAT	121	13010	2975	2625	350000	350000	5500	0	157500	1		S	SBSTAT-02	1	1
BBR27E	CLEARGREEN END BATH PANEL 700	262	14061	4168	3753	575000	575000	5500	0	258750	1		S	R27E	1	
BAT167JU	JUBILEE 1800X800 BATH	81	11011	19987	18450	3075000	3075000	6000	0	1230000	1		S	BAT167JU	1	
RWFDU30D4	BATHROOM DRAWER UNIT 300 4 DRAWERS (300 DEEP)	92	11011	6446	5950	991700	991700	6000	0	396680	1		S	RWFDU30D4	1	
BBR28E	CLEARGREEN END BATH PANEL 750	262	14061	4168	3753	575000	575000	5500	0	258750	1		S	R28E	1	
RB2BR	RB2 68MM BROWN OFFSET BEND	21	61215	147	147	16400	16400	6037	0	6499	1		S	RB2BR	1	
BRCHCCLUBAC	CHOICES CLUB HEAD ACRYLIC	102	21809	540	495	75000	75000	5450	0	34125	1		S	CHC CLUB AC	1	
BBCL19QT	BURLINGTON QT CLAREMONT DECK ANGLED BSM	262	20120	33833	30464	4666700	4666700	4000	0	2800020	1		S	CL19-QT	1	
BBR29E	CLEARGREEN END BATH PANEL 800	262	14061	4168	3753	575000	575000	5500	0	258750	1		S	R29E	1	
RAN9CI	RAN9 NIAGARA "CAST IRON"* ANGLE	21	61215	0	0	99990000	99990000	0	0	99990000	1		S	RAN9CI	1	
BBR30B	AQUACAB COMPACT BLACK 270 WALL HUNG UNIT (ORDER BASIN SEPARATELY)	262	14061	10271	9248	1416700	1416700	5500	0	637515	1		S	R30B	1	
BBR30G	AQUACAB COMPACT GREY 270 WALL HUNG UNIT (ORDER BASIN SEPARATELY)	262	14061	10271	9248	1416700	1416700	5500	0	637515	1		S	R30G	1	
FUR152ME	METRO ILLUMINATED MIRROR 600MM	91	11011	10075	9300	1550000	1550000	6000	0	620000	1		S	FUR152ME	1	
BBARCA19NKL	ARCADE WALL MOUNTED SINGLE SOAP DISPENSER	262	20120	6585	5929	908300	908300	4000	0	544980	1		S	ARCA19.NKL	1	
BBKER26QT	BURLINGTON QT KENSINGTON REGAL WALL ANGLED BATH FILLER	262	20120	0	0	3325000	3325000	1000	0	2992500	1		S	KER26-QT	1	
BBBI15QT	BURLINGTON QT BIRKENHEAD DECK BSM	262	20120	0	0	4666700	4666700	1000	0	4200030	1		S	BI15-QT	1	
BBR30O	AQUACAB COMPACT OCEAN 270 WALL HUNG UNIT (ORDER BASIN SEPARATELY)	262	14061	10271	9248	1416700	1416700	5500	0	637515	1		S	R30O	1	
BBR30W	AQUACAB COMPACT WHITE 270 WALL HUNG UNIT (ORDER BASIN SEPARATELY)	262	14061	10271	9248	1416700	1416700	5500	0	637515	1		S	R30W	1	
VE938	VAILLANT ECOTECH PLUS 938 COMBI BOILER	265	11616	126900	120400	11680000	11680000	0	0	11680000	1		S		1	
MS103243CL	MERLYN 10 SERIES 1 DOOR MERLYN OFFSET QUADRANT LEFT HAND INCLUDING MSTONE TRAY 1200 X 800	42	13051	130028	114783	17934900	17934900	5500	0	8070705	1		S	MS103243CL	1	
BRPM3WDIVC	PRISM 3 WAY DIVERTER	110	21809	12119	11109	1683300	1683300	5450	0	765901	1		S	PM 3WDIV C	1	
BRSAIBASC	SAIL BASIN MIXER CHROME	102	21809	9300	8525	1291700	1291700	5450	0	587723	1		S	SAI BAS C	1	
MS103243CR	MERLYN 10 SERIES 1 DOOR MERLYN OFFSET QUADRANT RIGHTHAND INCLUDING MSTONE TRAY 1200 X 800	42	13051	130028	114783	17934900	17934900	5500	0	8070705	1		S	MS103243CR	1	
MD7201N	BIFOLD DOOR 700 M BOX	40	13051	16700	16700	1216900	1216900	0	0	1216900	1		S	MD7201 N	1	
BRDUL12C	DESIGN UTILITY LEVER BASIN TAPS CHROME PLATED	102	21809	4620	4235	641700	641700	5450	0	291973	1		S	DUL 1/2 C	1	
BBARC24NKL	ARCADE 1200 BASIN STAND INCL. GLASS SHELF	262	20120	78481	70665	10825000	10825000	5500	0	4871250	1		S	ARC24.NKL	1	
MCPG20F1	PRESS ELBOW TO FEMALE THREAD 20X1/2	121	13010	624	551	73500	73500	5500	0	33075	1		S	PG20F1	1	1
UV100DS	JOULE CYCLONE 100L DIRECT SLIM D	141	10152	44250	40710	5900000	5900000	5000	0	2950000	1		S	TCEMVD-0100SFD	1	
MCPG20F2	PRESS ELBOW TO FEMALE THREAD 20X3/4	121	13010	765	675	90000	90000	5500	0	40500	1		S	PG20F2	1	1
BRMSNKEFMOC	MONTREAL SNK EF MOCCA	108	21809	7920	7260	1100000	1100000	5450	0	500500	1		S	M SNK EF MOC	1	
IHPLUG	IMMERSION HEATER PLUG & WASHER PER 1	222	23051	0	0	45400	45400	5500	0	20430	1		S	29010	1	
RB3BR	RB3 68MM BROWN SHOE	21	61215	212	212	19200	19200	6042	0	7599	1		S	RB3BR	1	
BRN2CSHCVOC	1901 CONC CTRIC VALVE CHROME	110	21809	34740	31845	4825000	4825000	5450	0	2195375	1		S	N2 CSHCVO C	1	
BBT58ALUT30	BURLINGTON COMPLETE HL DISTRESSED ALUMINIUM CISTERN (ROD PULL) WITH FLUSH PIPE	262	20120	47064	42377	6491700	6491700	5500	0	2921265	1		S	T58ALU.T30	1	
BBT58ALUT34	BURLINGTON COMPLETE HL DISTRESSED ALUMINUM CISTERN (ROD PULL) & ANGLED FLUSH PIPE	262	20120	57275	51571	7900000	7900000	5500	0	3555000	1		S	T58ALU.T34	1	
BBARCS45NKL	ARCADE GLOSS WHITE SOFT CLOSE SEAT	262	20120	7793	7017	1075000	1075000	4000	0	645000	1		S	ARCS45.NKL	1	
BBR40B	AQUACAB COMPACT BLACK 270 FLOOR STAND UNIT (ORDER BASIN SEPARATELY)	262	14061	12083	10880	1666700	1666700	5500	0	750015	1		S	R40B	1	
BBR40G	AQUACAB COMPACT GREY 270 FLOOR STAND UNIT (ORDER BASIN SEPARATELY)	262	14061	12083	10880	1666700	1666700	5500	0	750015	1		S	R40G	1	
FUR153ME	METRO ILLUMINATED MIRROR 800MM	91	11011	11375	10500	1750000	1750000	6000	0	700000	1		S	FUR153ME	1	
MCPGKIT	PRESSURE GAUGE	121	13010	1700	1500	200000	200000	5500	0	90000	1		S	PGKIT	1	1
BBKER27QT	BURLINGTON QT KENSINGTON REGAL 2H BRIDGE BASIN MIXER CURVED SPOUT (200MM CENTRES)	262	20120	0	0	2908300	2908300	1000	0	2617470	1		S	KER27-QT	1	
BBR40O	AQUACAB COMPACT OCEAN 270 FLOOR STAND UNIT (ORDER BASIN SEPARATELY)	262	14061	12083	10880	1666700	1666700	5500	0	750015	1		S	R40O	1	
PDL1	PDL1 PEDESTRIAN DUTY LID	21	61215	0	0	925100	925100	1198	0	814273	1		S	PDL1	1	
BBR40W	AQUACAB COMPACT WHITE 270 FLOOR STAND UNIT (ORDER BASIN SEPARATELY)	262	14061	12083	10880	1666700	1666700	5500	0	750015	1		S	R40W	1	
ARTICKIT22	ARCTIC SPRAY FREEZERKIT 8-22MM	215	16180	0	9990	1967500	1967500	6000	0	787000	1		S	50050566	1	
BRGRABHB	GRAB RAIL - HINGED BLUE	101	21809	13860	12705	1925000	1925000	5450	0	875875	1		S	GRAB H B	1	
BRVACSFSNKCMT	CLUB SINGLE FLOW SINK MIXER CHROME PLATED WITH METAL HEADS	108	21809	3960	3630	550000	550000	5450	0	250250	1		S	VAC SFSNK C MT	1	
OJ582092	DOMECAPS BLACK 200	105	21140	172	161		11500	0	0	11500	1		S	OJ582092	1	
MCPG20M1	PRESS ELBOW TO MALE THREAD 20X1/2	121	13010	669	591	78800	78800	5500	0	35460	1		S	PG20M1	1	1
ARTICKIT35	ARCTIC SPRAY FREEZERKIT 8-35MM	215	16180	0	13599	2482500	2482500	6000	0	993000	1		S	50050569	1	
BBARCA42CHR	ARCADE CHROME FREESTAND DOUBLE PAPER ROLL HOLDER	262	20120	19877	17897	2741700	2741700	5500	0	1233765	1		S	ARCA42.CHR	1	
MD7210N	BIFOLD DOOR 760 M BOX 	40	13051	15700	15700	1150500	1150500	0	0	1150500	1		S	MD7210 N	1	
MCPG20M2	PRESS ELBOW TO MALE THREAD 20X3/4	121	13010	705	622	83000	83000	5500	0	37350	1		S	PG20M2	1	1
RX1BR	RX1 68MM BROWN ACCESS PIPE	21	61215	1004	904	120600	120600	6036	0	47805	1		S	RX1BR	1	
RX1CI	RX1 68MM "CAST IRON" ACCESS PIPE	21	61215	0	0	315700	315700	4720	0	166689	1		S	RX1CI	1	
BRGRABHW	GRAB RAIL - HINGED WHITE	101	21809	13860	12705	1925000	1925000	5450	0	875875	1		S	GRAB H W	1	
MD7211N	BIFOLD DOOR 800 M BOX	40	13051	15700	15700	1150500	1150500	0	0	1150500	1		S	MD7211 N	1	
BBVSDA1BR14	VISAGE DIGITAL CONCEALED WITH FIXED HEAD HP/COMBI	262	20120	30885	27809	4260000	4260000	4000	0	2556000	1		S	VSDA1.BR14	1	
BRPM2SHC3DIVC	PRISM THERMOSTATIC RECESSED DUAL CONTROL THREE CONTROL SHOWER WITH STOPCOCK AND TWO OUTLET INTEGRAL DIVERTER	110	21809	23099	21174	3208300	3208300	5450	0	1459776	1		S	PM2 SHC3DIV C	1	
OJ582115	DOMECAPS WHITE 200	105	21140	173	161		11500	0	0	11500	1		S	OJ582115	1	
BRCHC12C	CHOICES BASIN TAPS	102	21809	3420	3135	475000	475000	5450	0	216125	1		S	CHC 1/2 C	1	
QHP22S5008RAL	QUINN SLIEVE HDC 505X800 QHP22S5008RAL	5	17181	26785	24350	4870100	4870100	6250	0	1826287	1		S	QHP22S5008RAL	1	
QHP1112RAL	QUINN SLIEVE HSC 505X1000 QHP1112RAL	5	17181	14573	13248	2649700	2649700	6250	0	993637	1		S	QHP1112RAL	1	
RB4BR	RB4 68MM BROWN SHOE+FIXING LUGS	21	61215	289	279	28900	28900	6055	0	11401	1		S	RB4BR	1	
RB4CI	RB4 68MM"CAST IRON"SHOE+FIX.LUGS	21	61215	0	0	136800	136800	4722	0	72203	1		S	RB4CI	1	
OJ582139	DOMECAPS BROWN 200	105	21140	167	155		11100	0	0	11100	1		S	OJ582139	1	
BBW5AA170075WFT	AMPM INSPIRE 1800X800 ADJUSTABLE LEG SET	261	20120	3437	3121	458300	458300	5200	0	219984	1		S	W5AA-170-075W-FT	1	
BBCL21QT	BURLINGTON QT CLAREMONT WALL ANGLED BSM	262	20120	33833	30464	4666700	4666700	4000	0	2800020	1		S	CL21-QT	1	
BBR49E	CLEARGREEN END BATH PANEL 900	262	14061	4168	3753	575000	575000	5500	0	258750	1		S	R49E	1	
BBR50B	AQUACAB ALLINONE COMPACT BLACK UNIT DOES NOT INCLUDE BASIN CR.1730 OR CR.1731	262	14061	18125	16320	2500000	2500000	5500	0	1125000	1		S	R50B	1	
BBW30A000075WAG	AMPM SENSATION 750 ANTHRACITE END PW PANEL WOOD	261	20120	17499	15892	2333300	2333300	5200	0	1119984	1		S	W30A-000-075W-AG	1	
BBR50F	CLEARGREEN FRONT BATH PANEL 1900	262	14061	9002	8105	1241700	1241700	5500	0	558765	1		S	R50F	1	
BBR50G	AQUACAB ALLINONE COMPACT GREY UNIT DOES NOT INCLUDE BASIN CR.1730 OR CR.1731	262	14061	18125	16320	2500000	2500000	5500	0	1125000	1		S	R50G	1	
QMC24RAL	QUINN FORZA 2 COL 600X1380 QMC24RAL	5	17181	31714	29275	4879200	4879200	6250	0	1829700	1		S	QMC24RAL	1	
BBKER28QT	BURLINGTON QT KENSINGTON REGAL 2H BRIDGE BASIN MIXR CURVED SPOUT -B14/B16 BASINS ONLY	262	20120	0	0	2908300	2908300	1000	0	2617470	1		S	KER28-QT	1	
BRJBSMC	JAVA DECK MOUNTED BATH SHOWER MIXER	102	21809	17699	16224	2458300	2458300	5450	0	1118526	1		S	J BSM C	1	
BBBI17QT	BURLINGTON QT BIRKENHEAD WALL BSM	262	20120	0	0	4666700	4666700	1000	0	4200030	1		S	BI17-QT	1	
BBR50O	AQUACAB ALLINONE COMPACT OCEAN UNIT DOES NOT INCLUDE BASIN CR.1730 OR CR.1731	262	14061	18125	16320	2500000	2500000	5500	0	1125000	1		S	R50O	1	
ITEN15	I-TEN RADIATOR VALVE DRAIN DOWN GLAND ANG RADIATOR VALVE 15MM	241	91420	433	399	25600	25600	0	0	25600	1		S	15ABS2767	50	
BBR50W	AQUACAB ALLINONE COMPACT WHITE UNIT DOES NOT INCLUDE BASIN CR.1730 OR CR.1731	262	14061	18125	16320	2500000	2500000	5500	0	1125000	1		S	R50W	1	
MCCOMP02C	12X15MM COMPRESSION CONNECTOR (CHROME)	121	13010	491	433	57800	57800	5500	0	26010	1		S	COMP02C	1	1
QMC303RAL	QUINN FORZA 3 COL 500X552 QMC303RAL	5	17181	15262	14088	2348000	2348000	6250	0	880500	1		S	QMC303RAL	1	
HEPHTC1512	HEP2O HAND TITAN TAP CONNECTOR WT 15X1/2	251	23012	172	172	27400	27400	4800	1500	12110	1		S	HD26A/15W	1	
MCCOMP03B	16X15MM COMPRESSION CONNECTOR (BRASS)	121	13010	220	194	25900	25900	5500	0	11655	1		S	COMP03B	1	1
MCCOMP03C	16X15MM COMPRESSION CONNECTOR (CHROME)	121	13010	234	207	27600	27600	5500	0	12420	1		S	COMP03C	1	1
BRCLBASNWC	CHILL BASIN MIXER (NO WASTE)	102	21809	23099	21174	3208300	3208300	5450	0	1459776	1		S	CL BASNW C	1	
MCCOMP04B	20X22MM COMPRESSION CONNECTOR (BRASS)	121	13010	389	343	45800	45800	5500	0	20610	1		S	COMP04B	1	1
S*10	TRACK PIPE 28MM X 30M COIL	S1	13010	49370	30491		2651400			2651400	1		N		1	
GP	UPS2 15-50/60 PUMP GRUNDFOS	162	80114	9949	7745	690000	690000	0	0	690000	1		S	98334549	1	
S*11	TRACK PIPE 28MM X 55M COIL	S1	13010	90510	55900		4860900			4860900	1		N		1	
S*12	TRACK PIPE 28MM X 90M COIL	S1	13010	148106	91472		7954100			7954100	1		N		1	
BRDXBASC	DECADE BASIN MIXER CHROME	102	21809	6480	5940	900000	900000	5450	0	409500	1		S	DX BAS C	1	
S*13	COMPRESSION TAP CONNECTOR 15X1/2"	S1	61216	159	99		6900			6900	1		N	P903SF.1	1	
HEPHTC1534	HEP2O HAND TITAN TAP CONNECTOR WT 15X3/4	251	23012	206	206	32800	32800	4800	1500	14497	1		S	HD26B/15W	1	
S*14	MCALPINE 2" COMP COUPLING Z28M	S1	18150	721	295		20600			20600	1		N	Z28M	1	
MCCOMP05B	25X28MM COMPRESSION CONNECTOR (BRASS)	121	13010	838	740	98700	98700	5500	0	44415	1		S	COMP05B	1	1
MD7221N	BIFOLD DOOR 900 M BOX	40	13051	15700	15700	1150500	1150500	0	0	1150500	1		S	MD7221 N	1	
MC8120014080	MAINCOR MLCP 12X1.6MM 80M	121	13010	128	113	15100	15100	5500	0	6795	1		S	8120014080	1	80
RVH1B	RVH1 80MM BL.FLOSAVERR/WDIVERTER	21	61215	0	0	112700	112700	5164	0	54501	1		S	RVH1B	1	
BBARCA41NKL	ARCADE FREESTAND PAPER ROLL & BRUSH HOLDER	262	20120	21085	18985	2908300	2908300	5500	0	1308735	1		S	ARCA41.NKL	1	
493000	MDPE 32MM PIPE LINER	24	61215	36	36	10700	10700	7383	0	2800	1		S	493000	1	
MC8120014100	MAINCOR MLCP 12X1.6MM 100M	121	13010	128	113	15100	15100	5500	0	6795	1		S	8120014100	1	100
493006	MDPE 32MM TERMINAL CAP	24	61215	439	439	129100	129100	7358	0	34108	1		S	493006	1	
BRDUL34C	DESIGN UTILITY LEVER BATH TAPS CHROME PLATED	102	21809	5819	5334	808300	808300	5450	0	367776	1		S	DUL 3/4 C	1	
HEPMIS281	HEP2O BRASS ADAPTER 28X1 SP/TM	251	23012	439	439	69700	69700	4800	1500	30807	1		S	HX31/28W	1	
493012	MDPE 32MM COUPLING	24	61215	485	485	142500	142500	7361	0	37605	1		S	493012	1	
493015	MDPE 32MM 90* ELBOW	24	61215	590	590	173400	173400	7358	0	45812	1		S	493015	1	
BRHATBASC	HAMPTON TALL BASIN MIXER WITHOUT WASTE CHROME	102	21809	13500	12375	1875000	1875000	5450	0	853125	1		S	HA TBAS C	1	
493024	MDPE 32MM 90* TEE	24	61215	728	728	214000	214000	7359	0	56517	1		S	493024	1	
A0300B0	MERLYN IONIC EXPRESS BIFOLD DOOR 760	34	13051	24215	20040	3340000	3340000	6000	0	1336000	1		S	A0300B0	1	
BBR60B	AQUACAB AQUACUBE BLACK WALL HUNG UNIT	262	14061	10572	9519	1458300	1458300	5500	0	656235	1		S	R60B	1	
BRGLR5HBSMC	GLORIOUS 5HBSM CHROME	102	21809	29939	27444	4158300	4158300	5450	0	1892026	1		S	GLR 5HBSM C	1	
BRJPBSMC	JAVA PILLAR BATH SHOWER MIXER	102	21809	19139	17544	2658300	2658300	5450	0	1209526	1		S	J PBSM C	1	
BBR60G	AQUACAB AQUACUBE GREY WALL HUNG UNIT	262	14061	10572	9519	1458300	1458300	5500	0	656235	1		S	R60G	1	
O8	COMP 8MM BRASS OLIVE	61	61216	6	5	280	280	0	0	280	1		S	P165.02	1	
A0300C0	MERLYN IONIC EXPRESS BIFOLD DOOR 800	34	13051	24215	20040	3340000	3340000	6000	0	1336000	1		S	A0300C0	1	
BB56001	AQUATIQUE CP FLEXIBLE CONCEALED KIT	262	20120	17182	15471	2370000	2370000	4000	0	1422000	1		S	560.01	1	
BBR60O	AQUACAB AQUACUBE OCEAN WALL HUNG UNIT	262	14061	10572	9519	1458300	1458300	5500	0	656235	1		S	R60O	1	
A0300D0	MERLYN IONIC EXPRESS BIFOLD DOOR 900	34	13051	25882	21420	3570000	3570000	6000	0	1428000	1		S	A0300D0	1	
BBR60W	AQUACAB AQUACUBE WHITE WALL HUNG UNIT	262	14061	10572	9519	1458300	1458300	5500	0	656235	1		S	R60W	1	
A0300E0	MERLYN IONIC EXPRESS BIFOLD DOOR 1000	34	13051	30087	24900	4150000	4150000	6000	0	1660000	1		S	A0300E0	1	
BBW30A000075WNF	AMPM SENSATION 750 WALNUT END PW PANEL WOOD	261	20120	17497	15890	2333000	2333000	5200	0	1119840	1		S	W30A-000-075W-NF	1	
BB4019733TH	BRITTON FINE S40 3H 600 BASIN	262	20120	12687	11424	1750000	1750000	5500	0	787500	1		S	40.1973.3TH	1	
MCPT25X3	PRESS TEE 25X25X25MM	121	13010	1226	1082	144300	144300	5500	0	64935	1		S	PT25X3	1	1
BBM70MCX0600WG	AMPM SPIRIT 600 MIRRORED WALL CAB. WHITE LIGHTING INCLUDED	261	20120	27187	24689	3625000	3625000	5200	0	1740000	1		S	M70MCX0600WG	1	
BRDUXDSMC	DESIGN UTILITY CROSSHEAD DECK SINK MIXER CHROME PLATED	108	21809	7799	7149	1083300	1083300	5450	0	492901	1		S	DUX DSM C	1	
RUS1B	RUS1 114MM BLACK SQ.UNION BRACKET	21	61215	119	119	16400	16400	6037	0	6499	1		S	RUS1B	1	
EFRC2215	WRAS 22X15MM RED COUPLING EF1R	201	23051	50	42	4168	4168	5800	0	1750	1		S	69117	1	
MCPG2525	PRESS ELBOW 25MM	121	13010	864	762	101700	101700	5500	0	45765	1		S	PG2525	1	1
RB6CI	RB6 68MM"C.IRON"112.5*OFFSET BEND	21	61215	0	0	108100	108100	4727	0	57001	1		S	RB6CI	1	
BRCHC34C	CHOICES BATH TAPS	102	21809	4080	3740	566700	566700	5450	0	257848	1		S	CHC 3/4 C	1	
BBCL23QT	BURLINGTON QT CLAREMONT DECK BATH FILLER	262	20120	21689	19529	2991700	2991700	4000	0	1795020	1		S	CL23-QT	1	
BBF0600100	AMPM 1/2" WALL OUTLET ELBOW	261	20120	1875	1702	250000	250000	5200	0	120000	1		S	F0600100	1	
LBV112U	LEVER HANDLE BALL VALVE 1 1/2" GAS/WATER UNIVERSAL BALL VALVE WRAS	241	91420	1899	1699	330200	330200	6599	0	112301	1		S	IN90ALGWP40	1	
BRGLRSHC3STPC	GLORIOUS DUAL CTRL VALVE + 2 STOP	110	21809	29399	26949	4083300	4083300	5450	0	1857901	1		S	GLR SHC3STP C	1	
A0301B0	MERLYN IONIC EXPRESS 1 DOOR QUADRANT 900	34	13051	35452	29340	4890000	4890000	6000	0	1956000	1		S	A0301B0	1	
BB56101	AQUATIQUE FLEXIBLE EXPOSED KIT CHROME	262	20120	16820	15144	2320000	2320000	4000	0	1392000	1		S	561.01	1	
LBV114U	LEVER HANDLE BALL VALVE 1 1/4" GAS/WATER UNIVERSAL BALL VALVE WRAS	241	91420	1349	1299	227700	227700	6601	0	77395	1		S	IN90ALGWP32	1	
BBBI19QT	BURLINGTON QT BIRKENHEAD DECK ANGLED BSM	262	20120	0	0	4666700	4666700	1000	0	4200030	1		S	BI19-QT	1	
WESUD67661	BRASS Y PIECE W/M HOSE CONN(1) PER 1	221	23051	0	0	41700	41700	5500	0	18765	1		S	UD67661	1	
S10SW1200H	MERLYN 10 SERIES SHOWER WALL INCLUDING WALL PROFILE & STABILISING BAR 1200	47	13051	46690	41216	6440000	6440000	5500	0	2898000	1		S	S10SW1200H	1	
MC8120014240	MAINCOR MLCP 12X1.6MM 240M	121	13010	128	113	15100	15100	5500	0	6795	1		S	8120014240	1	240
BBW30A000075WWG	AMPM SENSATION 750 WHOITE END PW PANEL WOOD	261	20120	17497	15890	2333000	2333000	5200	0	1119840	1		S	W30A-000-075W-WG	1	
