PRODUCT	ATT 1	ATT 2	ATT 3	ATT 5	ATT 6	ATT 7	ATT 9	ATT 10	ATT 11	ATT 13	ATT 14	ATT 15	ATT 20	ATT 22	ATT 31	ATT 32
CRBFI1215	COMP 1/2X1/4" FI REDUCING BUSH	61	61216	74	69	1390	1390	0	0	1390	1		S	P172.05	1	
M8SW201HB	MERLYN 8 SERIES SHOWERWALL WITH VERTICAL POST AND MERLYN MSTONE TRAY 700	47	13051	59996	52962	8275400	8275400	5500	0	3723930	1		S	M8SW201HB	1	
PTFEGAS	GAS TAPE (YELLOW) 5M	215	16180	0	0	3700	3700	0	0	3700	1		S		1	
CRBFI1218	COMP 1/2X1/8" FI REDUCING BUSH	61	61216	89	79	1960	1960	0	0	1960	1		S	P172.04	1	
M103221BL	MERLYN 10 SERIES 1 DOOR QUADRANT INCLUDING MSTONE TRAY - SMOKED BLACK GLASS LEFT HAND 900	42	13051	125754	111010	17345400	17345400	5500	0	7805430	1		S	M103221BL	1	
SP561CI	SP561 110MM'C.IRON' 92.5*BEND DS	22	61215	2916	2599	316700	316700	4721	0	167185	1		S	SP561CI	1	
MS61221	MERLYN 6 SERIES PIVOT DOOR INCLUDING MSTONE TRAY 900	46	13051	40435	35694	5577300	5577300	5500	0	2509785	1		S	MS61221	1	
M103221BR	MERLYN 10 SERIES 1 DOOR QUADRANT INCLUDING MSTONE TRAY - SMOKED BLACK GLASS RIGHT HAND 900	42	13051	125754	111010	17345400	17345400	5500	0	7805430	1		S	M103221BR	1	
M103221CL	MERLYN 10 SERIES 1 DOOR QUADRANT LEFT HAND INCLUDING MSTONE TRAY 900	42	13051	110866	97868	15291900	15291900	5500	0	6881355	1		S	M103221CL	1	
MS61231	MERLYN 6 SERIES PIVOT DOOR INCLUDING MSTONE TRAY 1000	46	13051	43485	38387	5998000	5998000	5500	0	2699100	1		S	MS61231	1	
BBF0350000	AMPM INSPIRE SLIDE BAR ONLY	261	20120	4687	4256	625000	625000	5200	0	300000	1		S	F0350000	1	
M103221CR	MERLYN 10 SERIES 1 DOOR QUADRANT RIGHT HAND INCLUDING MSTONE TRAY 900	42	13051	110866	97868	15291900	15291900	5500	0	6881355	1		S	M103221CR	1	
112601	25MM X 25M MDPE PIPE-BLUE	24	40122	1355	1255	439900	96600	0	0	96600	1		S	112601	1	
BRAR2THBFC	THERMOSTATIC TMV2 BATH FILLER	102	21809	20100	18425	2791700	2791700	5450	0	1270223	1		S	AR2 THBF C	1	
112602	25MM X 50M MDPE PIPE-BLUE	24	40122	2510	2510	879500	193100	0	0	193100	1		S	112602	1	
CRBFI1238	COMP 1/2X3/8" FI REDUCING BUSH	61	61216	74	69	1790	1790	0	0	1790	1		S	P172.06	1	
112603	25MM X 100M MDPE PIPE-BLUE	24	40122	5119	4995	1673500	386100	6970	0	116988	1		S	112603	1	
112604	25MM X 150M MDPE PIPE-BLUE	24	40122	7729	7529	2510300	579200	0	0	579200	1		S	112604	1	
EFMI15	WRAS 15X1/2" CXMI ADAPTOR EF3	201	23051	57	49	6465	6465	5800	0	2715	1		S	69245	1	
BBN16PCS	POLISHED STAINLESS STEEL PLINTH FOR PURO CLEARSTONE VERSION	262	20120	0	0	3666700	3666700	1000	1000	2970027	1		S	N16PCS	1	
EFT8	WRAS 8MM EQUAL TEE EF24	201	23051	63	27	3239	3239	5800	0	1360	1		S	69176	1	
BRSOSHELFC	SOLO GLASS SHELF CHROME PLATED	101	21809	4379	4014	608300	608300	5450	0	276776	1		S	SO SHELF C	1	
EFMI22	WRAS 22X3/4" CXMI ADAPTOR EF3	201	23051	105	95	17545	17545	5800	0	7368	1		S	69246	1	
BRPSSMBASC	PISA SMALL BASIN MIXER WITH CLICKER WASTE CHROME	102	21809	7500	6875	1041700	1041700	5450	0	473973	1		S	PS SMBAS C	1	
EFMI28	WRAS 28X1" CXMI ADAPTOR EF3	201	23051	210	195	32142	32142	5800	0	13499	1		S	69247	1	
CE22CP	COMP 22MM EQUAL ELBOW CHROME	61	61216	325	260	13400	13400	0	0	13400	1		S	P801CP.08	1	
MCMFT2510	MULTI-FIT STRAIGHT CONNECTOR 25MM X 1	121	13010	794	701	93500	93500	5500	0	42075	1		S	MFT2510	1	1
EFMI35	WRAS 35X11/4" MIXC ADAPTOR EF3	201	23051	305	295	38719	38719	5800	0	16261	1		S	69248	1	
BB5000001	AQUATIQUE CP CONCEALED VALVE ONLY	262	20120	34437	31008	4750000	4750000	4000	0	2850000	1		S	500.00.01	1	
EFMI42	WRAS DZR 42X11/2" MIXC ADT EF3	201	23051	399	378	49587	49587	5800	0	20826	1		S	69249	1	
BBBIR4QT	BURLINGTON QT BIRKENHEAD REGAL 1H BASIN MX PUW HIGH/LOW CENTRE	262	20120	0	0	2033300	2033300	1000	0	1829970	1		S	BIR4-QT	1	
BRAPRPULLSNKC	APRICOT MONOBLOC SINK MIXER WITH PULL OUT SPRAY	108	21809	13800	12650	1916700	1916700	5450	0	872098	1		S	APR PULLSNK C	1	
MCMFT2534	MULTI-FIT STRAIGHT CONNECTOR 25MM X 3/4	121	13010	535	472	63000	63000	5500	0	28350	1		S	MFT2534	1	1
EFMI54	WRAS DZR 54X2 MIXC ADAPTOR EF3	201	23051	645	625	81818	81818	5800	0	34363	1		S	69250	1	
BRNSNKEFC	1901 SNK EF CHROME	108	21809	11579	9900	500000	500000		0	500000	1		S	N SNK EF C	1	
A0409A0	MERLYN IONIC SHOWER WALL PANEL 700	33	13051	18560	16384	2560000	2560000	5500	0	1152000	1		S	A0409A0	1	
BRNSNKEFG	1901 SNK EF GOLD	108	21809	17100	15675	2375000	2375000	5450	0	1080625	1		S	N SNK EF G	1	
BBQZDB3DVDS14	QUARTZ DIGITAL DIVERT REMOTE CONTROL	262	20120	5220	4700	720000	720000	4000	0	432000	1		S	QZDB3.DVDS14	1	
RWFML85C1	BATHROOM MIRROR LIGHT UNIT 850 1 CABINET	92	11011	11646	10750	1791700	1791700	6000	0	716680	1		S	RWFML85C1	1	
A0409B0	MERLYN IONIC SHOWER WALL PANEL 800	33	13051	18560	16384	2560000	2560000	5500	0	1152000	1		S	A0409B0	1	
A0409C0	MERLYN IONIC SHOWER WALL PANEL 900	33	13051	18560	16384	2560000	2560000	5500	0	1152000	1		S	A0409C0	1	
UV170SOLTWIN	JOULE CYCLONE 170L SOL TWIN HG STANDARD B	141	10152	115125	105915	15350000	15350000	5000	0	7675000	1		S	TCIMVG-0170LFB	1	
A0409D0	MERLYN IONIC SHOWER WALL PANEL 1000	33	13051	20155	17792	2780000	2780000	5500	0	1251000	1		S	A0409D0	1	
A0409E0	MERLYN IONIC SHOWER WALL PANEL 1200	33	13051	21677	19136	2990000	2990000	5500	0	1345500	1		S	A0409E0	1	
BBC707854WH	AMPM SPIRIT SLIM SOFT CLOSE SEAT	261	20120	5000	4540	666700	666700	5200	0	320016	1		S	C707854WH	1	
QMC314RAL	QUINN FORZA 3 COL 500X1472 QMC314RAL	5	17181	36812	33981	5663500	5663500	6250	0	2123812	1		S	QMC314RAL	1	
BAT280FO	FORMULA 1500X1040 OFFSET CORNER BATH R/H	81	11011	16196	14950	2491700	2491700	6000	0	996680	1		S	BAT280FO	1	
BRQDSHXSMFFC	QUADRATO EXPOSED BAR SHOWER WITH KIT	110	21809	20039	18369	2783300	2783300	5450	0	1266401	1		S	QD SHXSMFF C	1	
A0409F0	MERLYN IONIC SHOWER WALL PANEL 1100	33	13051	21677	19136	2990000	2990000	5500	0	1345500	1		S	A0409F0	1	
BBMD100BSM	AQUALISA MIDAS 100 HP/COMBI BATH SHOWER MIXER WITH SHOWER KIT	262	20120	16457	14818	2270000	2270000	4000	0	1362000	1		S	MD.100.BSM	1	
BRQUBSMC	QUBE BATH SHOWER MIXER CHROME PLATED	102	21809	31800	29150	4416700	4416700	5450	0	2009598	1		S	QU BSM C	1	
A0409G0	MERLYN IONIC SHOWER WALL PANEL 1400	33	13051	25302	22336	3490000	3490000	5500	0	1570500	1		S	A0409G0	1	
M8SW201SV	MERLYN 8 SERIES SHOWERWALL WITH SWIVEL PANEL 700	47	13051	41547	36676	5730700	5730700	5500	0	2578815	1		S	M8SW201SV	1	
DRK2	MERLYN MSTONE QUADRANT TRAY PANEL SET (INCLUDING LEGS) - KIT 2 900	51	13051	5594	4938	771600	771600	5500	0	347220	1		S	DRK2	1	
DRK3	MERLYN MSTONE TRAY PANEL SET (INCLUDING LEGS) - KIT 3 1700 X 900	51	13051	5594	4938	771600	771600	5500	0	347220	1		S	DRK3	1	
DPROG522	DRAYTON LP522 5/2 DAY PROGRAMMER	152	80114	4775	3999	337000	337000	0	0	337000	1		S	25475	1	
DRK4	MERLYN MSTONE TRAY PANEL SET (INCLUDING LEGS) - KIT 4 1200 X 900	51	13051	5594	4938	771600	771600	5500	0	347220	1		S	DRK4	1	
DRK5	MERLYN MSTONE QUADRANT TRAY PANEL SET (INCLUDING LEGS) - KIT 5 1000	51	13051	5594	4938	771600	771600	5500	0	347220	1		S	DRK5	1	
FUR264PU	PURITY 750MM 2 DRAWER FLOOR STANDING WHITE	93	11011	16088	14850	2475100	2475100	6000	0	990040	1		S	FUR264PU	1	
QS7005RAL	QUINN ADAGIO V S70 2000X800 QS7005RAL	5	17181	34026	31191	5671100	5671100	6250	0	2126662	1		S	QS7005RAL	1	
BBARCV17NKL	ARCADE 9" AIR BOOSTED RAIN SHOWER ROSE	262	20120	9606	8649	1325000	1325000	5500	0	596250	1		S	ARCV17.NKL	1	
LH70CI	LH70 70MM "CI" LION'S HEAD MOTIF	21	61215	0	0	89100	89100	4714	0	47098	1		S	LH70CI	1	
BBBIR5QT	BURLINGTON QT BIRKENHEAD REGAL 1H BASIN MX PLUG & CHAIN HIGH/LOW CENTRE	262	20120	0	0	2033300	2033300	1000	0	1829970	1		S	BIR5-QT	1	
BRJOYTHCKH85W	JOY CARE KIT+ 8.5KW ES W	106	21809	22080	20240	3066700	3066700	5450	0	1395348	1		S	JOYTHCKH85 W	1	
BRGRAB450B	GRAB RAIL - SHORT BLUE	101	21809	2759	2529	383300	383300	5450	0	174401	1		S	GRAB 450 B	1	
BRSHRC	BATH SHROUD CHROME PLATED	102	21809	18180	16665	2525000	2525000	5450	0	1148875	1		S	SHR C	1	
BRAESHCARC	ACUTE THERMOSTATIC RECESSED SHOWER VALVE WITH ADJUSTABLE RISER CHROME	110	21809	15899	14574	2208300	2208300	5450	0	1004776	1		S	AE SHCAR C	1	
BRKSNKEFBN	COLONIAL SNK EF BRUSHED NICKEL	108	21809	14340	13145	1991700	1991700	5450	0	906223	1		S	K SNK EF BN	1	
QMC401RAL	QUINN FORZA 4 COL 300X1012 QMC401RAL	5	17181	29823	27529	4588200	4588200	6250	0	1720575	1		S	QMC401RAL	1	
BRSHRG	BATH SHROUD GOLD PLATED	102	21809	28499	26124	3958300	3958300	5450	0	1801026	1		S	SHR G	1	
BRWINEFSNKC	WINE EASYFIT SINK MIXER	108	21809	10020	9185	1391700	1391700	5450	0	633223	1		S	WIN EFSNK C	1	
FWD1M	1M X 4" FLEXIBLE WHITE DUCTING PER 1	216	23051	0	0	14100	14100	500	0	13395	1		S	86565	1	
BRFHSTRD01C	STAR	109	21809	3180	2915	441700	441700	5450	0	200973	1		S	FH STRD01 C	1	
BRGRAB450W	GRAB RAIL - SHORT WHITE	101	21809	2759	2529	383300	383300	6087	0	149985	1		S	GRAB 450 W	1	
FWD2M	2M X 4" FLEXIBLE WHITE DUCTING PER 1	216	23051	0	0	23200	23200	500	0	22040	1		S	86570	1	
BBBURT1CHR	BURLINGTON TOWEL RAIL FOR 560 SQUARE BASIN	262	20120	4531	4080	625000	625000	5500	0	281250	1		S	BUR.T1CHR	1	
PLA4213	ARMAFLEX CLASS O NITRILE PIPE INSULATION 2M LENGTH 42MM 13MM	133	40122	396	360	24000	24000	0	0	24000	1		S	PR42132	1	
PLA4219	ARMAFLEX CLASS O NITRILE PIPE INSULATION 2M LENGTH 42MM 19MM	133	40122	795	723	48200	48200	0	0	48200	1		S	PR42192	1	
BRPMFSBSMC	PRISM PM FSBSM C FLOOR STANDING BSM	102	21809	36599	33549	5083300	5083300	5450	0	2312901	1		S	PM FSBSM C	1	
FWD3M	3M X 4" FLEXIBLE WHITE DUCTING PER 1	216	23051	0	0	31900	31900	500	0	30305	1		S	86575	1	
CRBFI1418	COMP 1/4X1/8" FI REDUCING BUSH	61	61216	89	79	970	970	0	0	970	1		S	P172.01	1	
SP563CI	SP563 110MM 'C.IRON' 135*BEND DS	22	61215	3067	2767	316700	316700	4721	0	167185	1		S	SP563CI	1	
BBN4CCS	CLEARWATER CLEARSTONE 1530X800 PALMERO PETITE NO OVERFLOW	262	20120	0	0	18291700	18291700	1000	1000	14816277	1		S	N4CCS	1	
BRARMCTRD01C	SMALL SHOWER ARM	109	21809	1845	1691	256300	256300	5450	0	116616	1		S	ARM CTRD01 C	1	
BAT281FO	FORMULA 1500X1040 OFFSET CORNER BATH L/H	81	11011	16196	14950	2491700	2491700	6000	0	996680	1		S	BAT281FO	1	
BRARMCTRD01G	SMALL SHOWER ARM GOLD	109	21809	3299	3024	458300	458300	5450	0	208526	1		S	ARM CTRD01 G	1	
BRARMCTRD02C	LARGE SHOWER ARM	109	21809	2445	2241	339600	339600	5450	0	154518	1		S	ARM CTRD02 C	1	
BRSQSHELFC	SQUARE GLASS SHELF	101	21809	2820	2585	391700	391700	5450	0	178223	1		S	SQ SHELF C	1	
BRARMCTRD02G	LARGE SHOWER ARM GOLD	109	21809	3900	3575	541700	541700	5450	0	246473	1		S	ARM CTRD02 G	1	
BRQU3HWMBFC	QUBE 3 HOLE WALL MOUNTED BATH FILLER CHROME PLATED	102	21809	27599	25299	3833300	3833300	5450	0	1744151	1		S	QU 3HWMBF C	1	
FUR265PU	PURITY 750MM 2 DRAWER FLOOR STANDING CHESTNUT	93	11011	16088	14850	2475100	2475100	6000	0	990040	1		S	FUR265PU	1	
QHP21725	SLIEVE 723 X 800 WHITE	5	17181	20549	18681	3736300	3736300	6250	0	1401112	1		S	QHP21725	1	
BBFC1O	BURLINGTON OLIVE 1340 FREESTANDING UNIT WITH DOORS AND 2 ROUND CORNER CUPBOARDS	262	20120	108750	97920	15000000	15000000	5500	0	6750000	1		S	FC1O	1	
QHP21726	SLIEVE 723 X 1000 WHITE	5	17181	22675	20614	4122800	4122800	6250	0	1546050	1		S	QHP21726	1	
BBFC1S	BURLINGTON SAND 1340 FREESTANDING UNIT WITH DOORS AND 2 ROUND CORNER CUPBOARDS	262	20120	108750	97920	15000000	15000000	5500	0	6750000	1		S	FC1S	1	
BRFLTSQSHCDIVC	FLT SQSHCDIV C	110	21809	40500	37125	5625000	5625000	5450	0	2559375	1		S	FLT SQSHCDIV C	1	
BBMD100EBAR	AQUALISA MIDAS 100 HP/COMBI SHOWER EXPOSED SYSTEM INCLUDING EASY FIT BRACKET	262	20120	12470	11228	1720000	1720000	4000	0	1032000	1		S	MD.100E.BAR	1	
BRSAIWMBASC	SAIL WMBAS CHROME	102	21809	13500	12375	1875000	1875000	5450	0	853125	1		S	SAI WMBAS C	1	
MCCPT32X3	COMPOSITE PRESS TEE 32X32X32MM	121	13010	1656	1461	194900	194900	5500	0	87705	1		S	CPT32X3	1	1
DSM1	DRAYTON SM1 TIME SWITCH	152	80114	8925	7925	569000	569000	0	0	569000	1		S	29205	1	
BBFC1W	BURLINGTON WHITE 1340 FREESTANDING UNIT WITH DOORS AND 2 ROUND CORNER CUPBOARDS	262	20120	96666	87039	13333300	13333300	5500	0	5999985	1		S	FC1W	1	
DSM2	DRAYTON SM2 PROGRAMMER	152	80114	8754	7795	599800	599800	0	0	599800	1		S	29206	1	
BBFC2O	BURLINGTON OLIVE 980 LH CORNER FREESTANDING DOOR AND ONE ROUND DOOR CUPBOARD UNIT	262	20120	72500	65280	10000000	10000000	5500	0	4500000	1		S	FC2O	1	
MCRA250	ACTUATOR FOR CP250	121	13010	34000	30000	4000000	4000000	5500	0	1800000	1		S	RA250	1	1
BBFC2S	BURLINGTON SAND 980 LH CORNER FREESTANDING DOOR AND ONE ROUND DOOR CUPBOARD UNIT	262	20120	72500	65280	10000000	10000000	5500	0	4500000	1		S	FC2S	1	
BBBIR6QT	BURLINGTON QT BIRKENHEAD REGAL 1H BASIN MX CLIC-CLAC WASTE HIGH/LOW CENTRE	262	20120	0	0	2233300	2233300	1000	0	2009970	1		S	BIR6-QT	1	
MS83211	MERLYN 8 SERIES 2 DOOR QUADRANT INCLUDING MSTONE TRAY 800 X 800	45	13051	70187	61958	9681000	9681000	5500	0	4356450	1		S	MS83211	1	
BRBRIGHTSHWRPK	BRIGHT SHWR PK	110	21809	26940	24695	3741700	3741700	5450	0	1702473	1		S	BRIGHT SHWR PK	1	
BRJOYTHCKH95W	JOY CARE KIT+ 9.5KW ES W	106	21809	22739	20844	3158300	3158300	5450	0	1437026	1		S	JOYTHCKH95 W	1	
BBFC2W	BURLINGTON WHITE 980 LH CORNER FREESTANDING DOOR AND ONE ROUND DOOR CUPBOARD UNIT	262	20120	66458	59840	9166700	9166700	5500	0	4125015	1		S	FC2W	1	
BBFC3O	BURLINGTON OLIVE 980 RH CORNER FREESTANDING DOOR AND ONE ROUND DOOR CUPBOARD UNIT	262	20120	72500	65280	10000000	10000000	5500	0	4500000	1		S	FC3O	1	
BBFC3S	BURLINGTON SAND 980 RH CORNER FREESTANDING DOOR AND ONE ROUND DOOR CUPBOARD UNIT	262	20120	72500	65280	10000000	10000000	5500	0	4500000	1		S	FC3S	1	
MS83221	MERLYN 8 SERIES 2 DOOR QUADRANT INCLUDING MSTONE TRAY 900 X 900	45	13051	71174	62830	9817200	9817200	5500	0	4417740	1		S	MS83221	1	
EFRT282815	WRAS 28X28X15MM RED TEE EF25	201	23051	211	159	19571	19571	5800	0	8219	1		S	69186	1	
MCRFWC02	8 ZONE RADIO RECEIVER (230V HEADS)	121	13010	20400	18000	2400000	2400000	5500	0	1080000	1		S	RFWC-02	1	1
BBFC3W	BURLINGTON WHITE 980 RH CORNER FREESTANDING DOOR AND ONE ROUND DOOR CUPBOARD UNIT	262	20120	66458	59840	9166700	9166700	5500	0	4125015	1		S	FC3W	1	
MS83225	MERLYN 8 SERIES 1 DOOR QUADRANT INCLUDING MSTONE TRAY 900 X 900	45	13051	77424	68347	10679300	10679300	5500	0	4805685	1		S	MS83225	1	
BBFC4O	BURLINGTON OLIVE 1340 FREESTANDING UNIT WITH DRAWERS AND 2 ROUND CORNER CUPBOARDS	262	20120	114791	103359	15833300	15833300	5500	0	7124985	1		S	FC4O	1	
MCPS20F1	PRESS WALL PLATE ELBOW 20X1/2" FT	121	13010	906	799	106600	106600	5500	0	47970	1		S	PS20F1	1	1
MCPS20F2	PRESS WALL PLATE ELBOW 20X3/4" FT	121	13010	1093	964	128600	128600	5500	0	57870	1		S	PS20F2	1	1
EFRT282822	WRAS 28X28X22MM RED TEE EF25	201	23051	211	159	21876	21876	5800	0	9187	1		S	69187	1	
BBFC4S	BURLINGTON SAND 1340 FREESTANDING UNIT WITH DRAWERS AND 2 ROUND CORNER CUPBOARDS	262	20120	114791	103359	15833300	15833300	5500	0	7124985	1		S	FC4S	1	
MS83231	MERLYN 8 SERIES 2 DOOR QUADRANT INCLUDING MSTONE TRAY 1000 X 1000	45	13051	88243	77897	12171500	12171500	5500	0	5477175	1		S	MS83231	1	
BBFC4W	BURLINGTON WHITE 1340 FREESTANDING UNIT WITH DRAWERS AND 2 ROUND CORNER CUPBOARDS	262	20120	102708	92480	14166700	14166700	5500	0	6375015	1		S	FC4W	1	
BRFLTBSC	FLUTE BS CHROME	102	21809	6600	6050	916700	916700	5450	0	417098	1		S	FLT BS C	1	
EFRT282835	WRAS 28X28X35MM RED TEE EF28	201	23051	823	699	82318	82318	5800	0	34573	1		S	69217	1	
CEFI221	COMP 22MM X 1" FI ELBOW KITE	61	61216	349	234	13000	13000	0	0	13000	1		S	P803.08	1	
4818IPTL	1200X450 INDIRECT PTL SS F JOULE	142	10152	22574	20736	2624900	2624900	5000	0	1312450	1		S	TSEMVI-12045FC	1	
BBARC600NTH	ARCADE 600 BASIN (NO TAPHOLES)	262	20120	19877	17897	2741700	2741700	4000	0	1645020	1		S	ARC600.NTH	1	
MCCPG3232	COMPOSITE PRESS ELBOW 32MM	121	13010	829	732	97600	97600	5500	0	43920	1		S	CPG3232	1	1
DPROG711	DRAYTON LP711 7 DAY TIMESWITCH	152	80114	4285	4099	299100	299100	0	0	299100	1		S	25478	1	
BBFC9O	BURLINGTON OLIVE 1300 FREESTANDING VANITY UNIT WITH DOORS	262	20120	90625	81600	12500000	12500000	5500	0	5625000	1		S	FC9O	1	
D1276RT	MERLYN MSTONE RECTANGULAR TRAY [INCLUDING WASTE] 1200 X 760	51	13051	13576	11984	1872600	1872600	5500	0	842670	1		S	D1276RT	1	
MCRFTSPRS02	RADIO TOUCH SCREEN PROG STAT	121	13010	10710	9450	1260000	1260000	5500	0	567000	1		S	RFTSPRS-02	1	
BBFC9S	BURLINGTON SAND 1300 FREESTANDING VANITY UNIT WITH DOORS	262	20120	90625	81600	12500000	12500000	5500	0	5625000	1		S	FC9S	1	
P6400	BARLO COMPACT-B 600X400DP+ Q21604CB 1945 BTU	1	20118	2110	1935	518000	518000	7800	0	113960	1		S	Q21604CB	1	
QHP114316RAL	QUINN SLIEVE HSC 433X1600 QHP114316RAL	5	17181	15720	14291	2858300	2858300	6250	0	1071862	1		S	QHP114316RAL	1	
BBARCW27CHR	ARCADE CHROME BIDET TRAP COMPRISING OF:	262	20120	1933	1741	266700	266700	5500	0	120015	1		S	ARCW27.CHR	1	
BBFC9W	BURLINGTON WHITE 1300 FREESTANDING VANITY UNIT WITH DOORS	262	20120	78541	70719	10833300	10833300	5500	0	4874985	1		S	FC9W	1	
DPROG722	DRAYTON LP722 7 DAY PROGRAMMER	152	80114	5640	4949	382500	382500	0	0	382500	1		S	25476	1	
DDIGIPLUS	DRAYTON DIGISTAT+ ROOM STAT	152	80114	2995	2995	233000	233000	0	0	233000	1		S	30002	1	
M82201	MERLYN 8 SERIES SIDE PANEL 700	45	13051	28525	25181	3934600	3934600	5500	0	1770570	1		S	M82201	1	
BBBW305	BURLINGTON WHITE MINERVA 1210 WORKTOP FOR FITTED FURNITURE	262	20120	13231	11913	1825000	1825000	5500	0	821250	1		S	BW305	1	
REH1CI	REH1 HICAP 'C.IRON' EXT.STOPEND	21	61215	0	0	61800	61800	4725	0	32599	1		S	REH1CI	1	
ZT9010	ZAMORI RECTANGLE 1000X900 SHOWER TRAY (A)	181	14061	11663	10900	1666700	1666700	5500	0	750015	1		S	Z1168	1	
M82210	MERLYN 8 SERIES SIDE PANEL 760	45	13051	28525	25181	3934600	3934600	5500	0	1770570	1		S	M82210	1	
ZT9011	ZAMORI RECTANGLE 1100X900 SHOWER TRAY (B)	181	14061	13330	12458	1916700	1916700	5500	0	862515	1		S	Z1172	1	
M82211	MERLYN 8 SERIES SIDE PANEL 800	45	13051	28525	25181	3934600	3934600	5500	0	1770570	1		S	M82211	1	
ZT9012	ZAMORI RECTANGLE 1200X900 SHOWER TRAY (B)	181	14061	12305	11500	1916700	1916700	5500	0	862515	1		S	Z1176	1	
PL159	CLIMAFLEX POLYETHYLENE PIPE INSULATION 2M LENGTHS 15MM 9MM 190L	131	40122	75	68	4200	4200	0	0	4200	1		S	PF15092C	190	
ZT9014	ZAMORI RECTANGLE 1400X900 SHOWER TRAY (B)	181	14061	17966	16791	2583300	2583300	5500	0	1162485	1		S	Z1178	1	
WES85775	DIAPHRAGM WASHER SHIRES AP90 PER 1	216	23051	0	0	2300	2300	500	0	2185	1		S	85775	1	
CEFI281	COMP 28MM X 1" FI ELBOW KITE	61	61216	358	258	14000	14000	0	0	14000	1		S	P803.09	1	
M82221	MERLYN 8 SERIES SIDE PANEL 900	45	13051	30243	26697	4171500	4171500	5500	0	1877175	1		S	M82221	1	
M82231	MERLYN 8 SERIES SIDE PANEL 1000	45	13051	33155	29268	4573200	4573200	5500	0	2057940	1		S	M82231	1	
FC500	FIRE CEMENT 500G 	215	16180	0	170	19000	19000	6000	0	7600	1		S	50040113	1	
BBQZDA2BR14	QUARTZ DIGITAL CONCEALED WITH FIXED HEAD GRAVITY PUMPED	262	20120	52200	47001	7200000	7200000	4000	0	4320000	1		S	QZDA2.BR14	1	
RKM1B	RKM1 76MMBL.MINIFLOFASCIA BRACKET	21	61215	68	62	7700	7700	5065	0	3799	1		S	RKM1B	1	
5518IHZ	1400X450 IND HOR PTL G3 F JOULE	142	10152	27699	25445	3220900	3220900	5000	0	1610450	1		S	CC-B3I14045HOR	1	
PL2213	CLIMAFLEX POLYETHYLENE PIPE INSULATION 2M LENGTHS 22MM 13MM 90L	131	40122	120	108	6400	6400	0	0	6400	1		S	PF22132C	90	
PL2219	CLIMAFLEX POLYETHYLENE PIPE INSULATION 2M LENGTHS 22MM 19MM 54L	131	40122	274	247	13000	13000	0	0	13000	1		S	PF22192C	54	
MCSM10V	1.5IN X 50MM SEAL ANTI-SYPHON BATH TRAP	191	18150	645	595	63100	63100	3600	0	40384	1		S	SM10V	1	
FC50	FC50 50MM S/S FIXINGS(10)	21	61215	0	0	74300	74300	5599	0	32699	1		S	FC50	1	
BRCASBASC	CASCADE BAS CHROME	102	21809	11399	10449	1583300	1583300	6400	0	569988	1		S	CAS BAS C	1	
UV300SOLAR	JOULE CYCLONE 300L THERMAL S 1.0 SOLAR	141	10152	162696	149680	21692800	21692800	5000	0	10846400	1		S	KCSMVS-0300NFC	1	
PL229	CLIMAFLEX POLYETHYLENE PIPE INSULATION 2M LENGTHS 22MM 9MM 125L	131	40122	101	91	5200	5200	0	0	5200	1		S	PF22092C	125	
FC65	FC65 65MM S/S FIXINGS(10)	22	61215	1020	920	96500	96500	6041	0	38204	1		S	FC65	1	
M8SW1300HB	MERLYN 8 SERIES SHOWERWALL WITH HINGED SWIVEL PANEL INCLUDING MSTONE TRAY 1500 X 900	47	13051	67893	59933	9364600	9364600	5500	0	4214070	1		S	M8SW1300HB	1	
ZT9090	ZAMORI SQUARE 900X900 SHOWER TRAY (H)	181	14061	9579	8900	1416700	1416700	5500	0	637515	1		S	Z1161	1	
P6500	BARLO COMPACT-B 600X500DP+ Q21605CB 2431 BTU	1	20118	2435	2235	615500	615500	7800	0	135410	1		S	Q21605CB	1	
HEP4PMISP2210	HEP2O 4 PORT MANIFOLD 22X10 PF/SP	251	23012	599	599	95200	95200	4800	1500	42078	1		S	HX96/22W	1	
REH2CI	REH2 HICAP 'C.IRON' INT.STOPEND	21	61215	0	0	46800	46800	4722	0	24701	1		S	REH2CI	1	
EFBTC1512	WRAS 15X1/2 BENT TAP CONN EF63	201	23051	128	95	7771	7771	5800	0	3263	1		S	69262	1	
QHP22S41RAL	QUINN SLIEVE HDC 723X1000 QHP22S41RAL	5	17181	40118	36471	7294200	7294200	6250	0	2735325	1		S	QHP22S41RAL	1	
EFBTC1534	WRAS 15X3/4 BT TAP CONN EF63	201	23051	195	165	13900	13900	5800	0	5838	1		S	69263	1	
DTWB	DANFOSS 16 WAY WIRING BOX	123	80114	971	871	67000	67000	0	0	67000	1		S	087N739900	1	
FUR050PU	PURITY WALL MOUNTED 2 DRAWER WHITE 900*500*450	93	11011	13000	12000	2000000	2000000	6000	0	800000	1		S	FUR050PU	1	
PL289	CLIMAFLEX POLYETHYLENE PIPE INSULATION 2M LENGTHS 28MM 9MM 95L	131	40122	120	108	6400	6400	0	0	6400	1		S	PF28092C	95	
RKN1B	RKN1 NIAGARA BLACK FASCIA BRACKET	21	61215	0	0	13000	13000	7308	0	3499	1		S	RKN1B	1	
